candidate_id,target_topic,target_topic_slug,candidate_topic,candidate_topic_norm,candidate_topic_type,candidate_source,member_count,source_paper_count,member_candidate_ids,member_topics,source_paper_ids,source_years,missing_source_paper_ids,n_2019,N_2019,N_total_2019,N_survey_excluded_2019,f_2019,topic_f_2019,topic_n_2019,source_paper_ids_2019,n_2020,N_2020,N_total_2020,N_survey_excluded_2020,f_2020,topic_f_2020,topic_n_2020,source_paper_ids_2020,n_2021,N_2021,N_total_2021,N_survey_excluded_2021,f_2021,topic_f_2021,topic_n_2021,source_paper_ids_2021,n_2022,N_2022,N_total_2022,N_survey_excluded_2022,f_2022,topic_f_2022,topic_n_2022,source_paper_ids_2022,n_2023,N_2023,N_total_2023,N_survey_excluded_2023,f_2023,topic_f_2023,topic_n_2023,source_paper_ids_2023,ref_n_2024,ref_N_2024,ref_f_2024,problem_raw_score,problem_onset,problem_slope,problem_intercept,problem_r2,problem_growth,problem_positive_share,problem_end_strength,problem_pre_peak,problem_pre_onset_penalty,problem_fit_score,score,early_topic_peak,onset_to_2023_peak,gate2_strict_2024_validation_peak,gate1_strict_score_positive,gate1_score_positive,gate2_2024_validation_peak,gate3_strict_problem_2023_retention,gate3_problem_2023_retention,gate4_strict_pre_onset_not_too_high,gate4_pre_onset_not_too_high,validation_lift_2024_vs_2023,validation_lift_2024_vs_peak,early_support_n,early_active_years,core_min_ref_n,gate1_core_2024_validation,gate2_core_early_evidence,gate3_core_pre_onset_not_too_high,gate1_selected,gate2_selected,gate3_selected,gate_path,gate_mode,passed_all_gates,selection_source,manual_reason,manual_lift_threshold,manual_lift_2024_vs_peak,manual_passed,manual_topic,manual_space,manual_image_path,solution_raw_score,solution_onset,solution_slope,solution_intercept,solution_r2,solution_growth,solution_positive_share,solution_end_strength,solution_pre_peak,solution_pre_onset_penalty,solution_fit_score,gate3_solution_no_skipped_decline,gate3_solution_skipped_sparse_steps,gate3_solution_failed_steps,gate3_strict_solution_smooth_growth,gate3_solution_strict_smooth_growth,gate3_solution_smooth_growth
db93607132ad15593dca085bb4a0e343,epistemic AI,epistemic-ai,evidence grounding in AI-generated content,evidence grounding in ai-generated content,problem-space,cluster,1,1,"[""374db405daa1434ae7ce8ab4895fc483""]","[""evidence grounding in AI-generated content""]","[""6f4486c3d8ccd638c2a6bcbfafa01b5a3225bcab""]",[2023],[],0,22,22,0,0.0,0.0,0,[],0,51,51,0,0.0,0.0,0,[],0,62,62,0,0.0,0.0,0,[],0,95,98,3,0.0,0.0,0,[],1,142,142,0,0.0070422535211267,0.0070422535211267,1,"[""6f4486c3d8ccd638c2a6bcbfafa01b5a3225bcab""]",3,259,0.0115830115830115,0.0,2019.0,4.535038811693859,-32.1660599276224,0.5,1.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0070422535211267,0.0070422535211267,True,False,False,True,True,True,True,True,1.6447876447876446,1.6447876447876446,1,1,3,True,False,True,True,False,True,core_validated,core,False,manual_rescue,single_early_evidence_with_late_validation,1.2,1.644787644787647,True,epistemic-ai,problem,construction_v2/final_results_core/manual_rescue/epistemic-ai/problem/frequency_individual/01_evidence_grounding_in_ai-generated_content.png,,,,,,,,,,,,,,,,,
901b69041827ac00cddc2827af37efbd,epistemic AI,epistemic-ai,trust in black-box AI,trust in black-box ai,problem-space,cluster,1,1,"[""4fb3d7d60e0b47b04bf62b90c44b3044""]","[""trust in black-box AI""]","[""cbfbe5ca594755b562539022b0d7fd49dc1299a1""]",[2021],[],0,22,22,0,0.0,0.0,0,[],0,51,51,0,0.0,0.0,0,[],1,62,62,0,0.0161290322580645,0.0161290322580645,1,"[""cbfbe5ca594755b562539022b0d7fd49dc1299a1""]",0,95,98,3,0.0,0.0,0,[],0,142,142,0,0.0,0.0,0,[],6,259,0.0231660231660231,0.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0161290322580645,0.0161290322580645,False,False,False,False,False,False,True,True,inf,1.4362934362934363,1,1,3,False,False,True,False,False,True,failed,core,False,manual_rescue,single_early_evidence_with_late_validation,1.2,1.4362934362934336,True,epistemic-ai,problem,construction_v2/final_results_core/manual_rescue/epistemic-ai/problem/frequency_individual/02_trust_in_black-box_ai.png,,,,,,,,,,,,,,,,,
